staging_mode,batch_size,context_length,decode_step,decode_position,attn_layer_id,prev_attn_layer_id,T_gap_ms,T_stage_ms,T_attn_ms,wait_before_attention_ms,hideability,overlap_ratio,stage_target,gap_slowdown_pct
dequant,8,2048,25,2077,40,29,5.871615886688232,0.4044800102710724,1.575935959815979,0.020479999482631683,14.516455047440347,0.9493670911724253,KV,9.115122188010716
dequant,8,2048,26,2078,7,,76.05350494384766,70.86080169677734,1.6599040031433105,0.02252800017595291,1.0732803344406203,0.999682080929985,KV,1650.848607835272
dequant,8,2048,26,2078,18,7,5.9402241706848145,0.4055039882659912,1.4755840301513672,0.021503999829292297,14.648990743805735,0.9469696958561435,KV,10.432133304824545
dequant,8,2048,26,2078,29,18,5.885951995849609,0.4044800102710724,1.5902719497680664,0.021503999829292297,14.551898354395787,0.9468354448100393,KV,10.411062809710371
dequant,8,2048,26,2078,40,29,5.928959846496582,0.4055039882659912,1.58515202999115,0.020479999482631683,14.621212165754256,0.9494949493093573,KV,8.752814062690918
dequant,8,2048,27,2079,7,,75.69407653808594,70.63040161132812,1.5001599788665771,0.02252800017595291,1.0716925687981034,0.9996810438612551,KV,1607.9482078764543
dequant,8,2048,27,2079,18,7,5.917695999145508,0.4044800102710724,1.45305597782135,0.020479999482631683,14.630379373209609,0.9493670911724253,KV,9.616841675341876
dequant,8,2048,27,2079,29,18,5.91974401473999,0.4055039882659912,1.4540799856185913,0.020479999482631683,14.598485307268843,0.9494949493093573,KV,9.343673885253379
dequant,8,2048,27,2079,40,29,5.860352039337158,0.4055039882659912,1.4417920112609863,0.020479999482631683,14.452020717224235,0.9494949493093573,KV,8.410686269545822
dequant,8,2048,28,2080,7,,75.9183349609375,70.81983947753906,1.6465920209884644,0.023552000522613525,1.0719924744395313,0.9996674378154997,KV,1638.7195406290577
dequant,8,2048,28,2080,18,7,5.964799880981445,0.4055039882659912,1.6015360355377197,0.020479999482631683,14.709596091737628,0.9494949493093573,KV,9.369129507170188
dequant,8,2048,28,2080,29,18,5.910528182983398,0.4044800102710724,1.598464012145996,0.021503999829292297,14.61265830917654,0.9468354448100393,KV,8.741527539242359
dequant,8,2048,28,2080,40,29,5.8664960861206055,0.4044800102710724,1.5779839754104614,0.01945599913597107,14.503797312972344,0.9518987375348114,KV,9.040733309291006
dequant,8,2048,29,2081,7,,85.5541763305664,80.37478637695312,1.6343040466308594,0.02252800017595291,1.064440481736676,0.9997197130942246,KV,1878.4277628971256
dequant,8,2048,29,2081,18,7,5.937151908874512,0.4065279960632324,1.4510079622268677,0.026623999699950218,14.604533922310805,0.9345088162247772,KV,10.018971941831396
dequant,8,2048,29,2081,29,18,5.901311874389648,0.4055039882659912,1.4520319700241089,0.01945599913597107,14.553030414385642,0.9520202027625709,KV,10.486957957911041
dequant,8,2048,29,2081,40,29,5.842944145202637,0.4055039882659912,1.4499839544296265,0.020479999482631683,14.409091684124066,0.9494949493093573,KV,8.56164705177753
dequant,8,2048,30,2082,7,,78.07180786132812,72.98560333251953,1.6343040466308594,0.02252800017595291,1.0696877780900989,0.9996913363848852,KV,1688.0394501614635
dequant,8,2048,30,2082,18,7,5.871615886688232,0.4055039882659912,1.602560043334961,0.021503999829292297,14.479798119363338,0.9469696958561435,KV,7.620116882030639
dequant,8,2048,30,2082,29,18,5.8869757652282715,0.4055039882659912,1.4561280012130737,0.020479999482631683,14.517676608809818,0.9494949493093573,KV,8.533126521234182
dequant,8,2048,30,2082,40,29,5.885951995849609,0.4055039882659912,1.5841280221939087,0.020479999482631683,14.515151924939161,0.9494949493093573,KV,9.3191328781047
dequant,8,2048,31,2083,7,,77.60486602783203,72.53913879394531,1.4888960123062134,0.02252800017595291,1.0698343999957929,0.9996894366193132,KV,1667.3974117138573
dequant,8,2048,31,2083,18,7,5.924863815307617,0.4055039882659912,1.4602240324020386,0.020479999482631683,14.611111078446879,0.9494949493093573,KV,9.458940542209076
dequant,8,2048,31,2083,29,18,5.894144058227539,0.4065279960632324,1.4499839544296265,0.020479999482631683,14.498740837791523,0.9496221670316497,KV,9.367286351000857
dequant,8,2048,31,2083,40,29,5.916672229766846,0.4055039882659912,1.5902719497680664,0.021503999829292297,14.590910079744498,0.9469696958561435,KV,10.626082185517925
